----------------------------969969099448951372522494
Content-Disposition: form-data; name="file"; filename="RawData.csv"
Content-Type: text/csv

"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.578543780E1,1.730259955E-1,3.188699856E-2,-2.762898922E0,2.768495120E0
1.579045049E1,1.577810049E-1,1.378760040E-1,-3.031032085E0,3.038265976E0
1.579546340E1,3.338300064E-2,2.052980065E-1,-3.136086941E0,3.142976773E0
1.580047632E1,-1.445460021E-1,2.343019992E-1,-3.173537016E0,3.185455723E0
1.580548924E1,-3.062259853E-1,2.389650047E-1,-3.129998922E0,3.154008859E0
1.581050209E1,-3.696050048E-1,2.731389999E-1,-3.046260118E0,3.080732621E0
1.581551500E1,-4.023840129E-1,2.275370061E-1,-2.976783991E0,3.012462267E0
1.582052769E1,-4.590649903E-1,1.288650036E-1,-2.839751959E0,2.879503089E0
1.582554062E1,-5.122810006E-1,1.730800048E-2,-2.635050058E0,2.684440389E0
1.583055378E1,-5.486490130E-1,-8.077500015E-2,-2.471446037E0,2.532900680E0
1.583556647E1,-6.095070243E-1,-1.796009988E-1,-2.362401009E0,2.446363394E0
1.584057941E1,-6.818550229E-1,-2.661490142E-1,-2.294122934E0,2.408061795E0
1.584559225E1,-7.392870188E-1,-3.407660127E-1,-2.266465902E0,2.408222261E0
1.585060519E1,-8.364499807E-1,-4.037429988E-1,-2.265733004E0,2.448714565E0
1.585561788E1,-9.735530019E-1,-4.414910078E-1,-2.291892052E0,2.528930393E0
1.586063081E1,-1.136790991E0,-4.403600097E-1,-2.344952106E0,2.642917153E0
1.586564374E1,-1.313151002E0,-4.406160116E-1,-2.438596010E0,2.804506824E0
1.587065659E1,-1.475713968E0,-4.556649923E-1,-2.572834015E0,3.000806087E0
1.587566951E1,-1.611569047E0,-4.712150097E-1,-2.706887960E0,3.185347832E0
1.588068243E1,-1.748584032E0,-5.142319798E-1,-2.759043932E0,3.306705924E0
1.588569511E1,-1.914314985E0,-5.430650115E-1,-2.674968004E0,3.333912910E0
1.589070804E1,-1.917287946E0,-4.625949860E-1,-2.604497910E0,3.267016460E0
1.589572094E1,-1.962008953E0,-4.766899943E-1,-2.643060923E0,3.326031197E0
1.590073379E1,-2.062376976E0,-5.168769956E-1,-2.627279043E0,3.379815940E0
1.590574680E1,-2.123259068E0,-5.278869867E-1,-2.557311058E0,3.365521295E0
1.591075965E1,-2.144160986E0,-5.096349716E-1,-2.419600010E0,3.272860881E0
1.591577256E1,-2.083815098E0,-4.211190045E-1,-2.200587988E0,3.059773533E0
1.592078549E1,-2.023943901E0,-3.574480116E-1,-2.077394962E0,2.922274427E0
1.592579817E1,-2.005729914E0,-3.596810102E-1,-1.954622030E0,2.823627135E0
1.593081109E1,-1.893455982E0,-3.732570112E-1,-1.750534058E0,2.605545210E0
1.593582396E1,-1.551077008E0,-3.029820025E-1,-1.437852025E0,2.136599266E0
1.594083688E1,-1.114861012E0,-1.901980042E-1,-1.070945978E0,1.557567220E0
1.594584982E1,-6.801260114E-1,-9.026599675E-2,-6.768710017E-1,9.637809370E-1
1.595086251E1,-3.145860136E-1,-1.768399961E-2,-2.554610074E-1,4.056321117E-1
1.595587540E1,2.306400053E-2,5.397500098E-2,8.446600288E-2,1.028579335E-1
1.596088825E1,2.649799883E-1,1.786279976E-1,3.430159986E-1,4.688094827E-1
1.596590124E1,4.796710014E-1,2.739169896E-1,5.066769719E-1,7.495574299E-1
1.597091408E1,7.079700232E-1,3.940249979E-1,5.891349912E-1,1.001777066E0
1.597592699E1,9.360250235E-1,5.252249837E-1,6.585310102E-1,1.259232790E0
1.598093991E1,1.082435012E0,6.540769935E-1,6.875690222E-1,1.439525418E0
1.598595262E1,1.188256979E0,7.535640001E-1,6.761940122E-1,1.561105920E0
1.599096577E1,1.226269007E0,8.239700198E-1,5.971090198E-1,1.593487199E0
1.599597844E1,1.251052022E0,9.065179825E-1,4.774749875E-1,1.617061649E0
1.600099136E1,1.249055028E0,1.042500019E0,3.580589890E-1,1.665878445E0
1.600600421E1,1.261423945E0,1.150900006E0,1.842110008E-1,1.717467580E0
1.601101711E1,1.220227003E0,1.218477964E0,6.479600072E-2,1.725642202E0
1.601603004E1,1.207666039E0,1.205152035E0,-4.125100002E-2,1.706619564E0
1.602104273E1,1.251332998E0,1.220751047E0,-1.205340028E-1,1.752311570E0
1.602605589E1,1.324017048E0,1.211864948E0,-1.733050048E-1,1.803239424E0
1.603106850E1,1.370723009E0,1.165115952E0,-6.338299811E-2,1.800109484E0
1.603608152E1,1.377364993E0,1.067129016E0,1.138539985E-1,1.746098907E0
1.604109444E1,1.315770984E0,9.041079879E-1,3.312689960E-1,1.630461187E0
1.604610730E1,1.279978037E0,7.302839756E-1,6.434789896E-1,1.608018554E0
1.605112022E1,1.324108005E0,5.585380197E-1,1.050676942E0,1.780210314E0
1.605613294E1,1.461755991E0,4.289500117E-1,1.471318960E0,2.117901833E0
1.606114586E1,1.624472022E0,3.131569922E-1,1.878443003E0,2.503103028E0
1.606615877E1,1.784896970E0,1.964730024E-1,2.231432915E0,2.864219211E0
1.607117162E1,1.902045965E0,1.185289994E-1,2.530574083E0,3.167906749E0
1.607618453E1,1.962147951E0,1.054690033E-1,2.653541088E0,3.301882584E0
1.608119723E1,1.923944950E0,1.698990017E-1,2.627834082E0,3.261279167E0
1.608621015E1,1.801185012E0,2.976779938E-1,2.453576088E0,3.058253628E0
1.609122309E1,1.566810966E0,4.617919922E-1,2.089869976E0,2.652490332E0
1.609623601E1,1.180631042E0,6.220660210E-1,1.686368942E0,2.150510637E0
1.610124894E1,6.718199849E-1,6.851599813E-1,1.256122947E0,1.580705902E0
1.610626179E1,4.839999892E-4,6.118000150E-1,7.987009883E-1,1.006092819E0
1.611127470E1,-7.238829732E-1,3.633779883E-1,4.769740105E-1,9.399757060E-1
1.611628763E1,-1.446694970E0,-9.921400249E-2,3.177430034E-1,1.484496673E0
1.612130030E1,-2.086752892E0,-6.782169938E-1,2.387260050E-1,2.207148846E0
1.612631323E1,-2.510322094E0,-1.386479974E0,3.488849998E-1,2.888903681E0
1.613132615E1,-2.691657066E0,-2.059736967E0,7.571150064E-1,3.472860099E0
1.613633900E1,-2.644768000E0,-2.602574110E0,1.490710020E0,3.998800587E0
1.614135192E1,-2.503722906E0,-2.975352049E0,2.468107939E0,4.605746954E0
1.614636488E1,-2.457952976E0,-3.220654964E0,3.485343933E0,5.344321619E0
1.615137757E1,-2.642060995E0,-3.491306067E0,4.461267948E0,6.250809232E0
1.615639048E1,-2.987138987E0,-3.763227940E0,5.287555218E0,7.144447077E0
1.616140340E1,-3.505559921E0,-3.945377111E0,5.856049061E0,7.883416868E0
1.616641625E1,-4.047298908E0,-4.039680004E0,6.139854908E0,8.390319498E0
1.617142916E1,-4.584922791E0,-4.130191803E0,5.948729992E0,8.571312026E0
1.617644208E1,-4.915449142E0,-4.231265068E0,5.255700111E0,8.347911596E0
1.618145503E1,-4.878251076E0,-4.655223846E0,3.924643993E0,7.802004428E0
1.618646795E1,-5.565625191E0,-4.650170803E0,3.058497906E0,7.871129633E0
1.619148065E1,-6.090319157E0,-3.913259983E0,2.397614956E0,7.625886742E0
1.619649349E1,-6.055601120E0,-3.259674072E0,1.682600975E0,7.080037148E0
1.620150641E1,-5.720972061E0,-3.340601921E0,2.727819979E-1,6.630501681E0
1.620651933E1,-6.071156025E0,-3.473893881E0,-8.830100298E-2,6.995332104E0
1.621153202E1,-6.612184048E0,-3.357548952E0,-5.593169928E-1,7.436864147E0
1.621654494E1,-6.799378872E0,-3.084837914E0,-1.113535047E0,7.549022340E0
1.622155786E1,-6.879089832E0,-3.008517027E0,-1.410681009E0,7.639572798E0
1.622657077E1,-6.797885895E0,-3.128453016E0,-1.314478993E0,7.597784278E0
1.623158370E1,-6.297383785E0,-3.335115910E0,-9.884470105E-1,7.194238539E0
1.623659661E1,-5.732254982E0,-3.628449917E0,-5.005959868E-1,6.802572478E0
1.624160945E1,-5.196846962E0,-3.805080891E0,9.477800131E-2,6.441648997E0
1.624662238E1,-4.676720142E0,-3.851946115E0,9.067590237E-1,6.126288607E0
1.625163531E1,-4.374650002E0,-4.029582977E0,1.649626017E0,6.172225498E0
1.625664801E1,-4.181037903E0,-4.134984016E0,2.269179106E0,6.303042486E0
1.626166093E1,-3.904613018E0,-4.212207794E0,2.888670921E0,6.429083684E0
1.626667378E1,-3.614394903E0,-4.289763927E0,3.304183960E0,6.510265487E0
1.627168668E1,-3.297662020E0,-4.329420090E0,3.788770914E0,6.631232023E0
1.627669960E1,-2.886269093E0,-4.210292816E0,4.301876068E0,6.675571330E0
1.628171226E1,-2.392275095E0,-4.044294834E0,4.530553818E0,6.527267325E0
1.628672518E1,-2.047403097E0,-3.872303009E0,4.433894157E0,6.232656531E0
1.629173811E1,-1.796965957E0,-3.790555954E0,4.161805153E0,5.909147419E0
1.629675096E1,-1.572844982E0,-3.730791092E0,3.714214087E0,5.494363456E0
1.630176396E1,-1.510385990E0,-3.570015907E0,3.022795916E0,4.915645895E0
1.630677681E1,-1.556162000E0,-3.374561071E0,2.223556995E0,4.330532104E0
1.631178972E1,-1.669767022E0,-3.156361103E0,1.466071010E0,3.860064964E0
1.631680265E1,-1.797098994E0,-2.995443106E0,7.364529967E-1,3.569958993E0
1.632181530E1,-1.897112012E0,-2.903455973E0,3.429900110E-2,3.468467528E0
1.632682823E1,-1.902588964E0,-2.865761042E0,-5.178790092E-1,3.478595950E0
1.633184110E1,-1.813372970E0,-2.758663893E0,-8.794659972E-1,3.416432121E0
1.633685403E1,-1.711241007E0,-2.758490086E0,-1.227673054E0,3.470561116E0
1.634186694E1,-1.676646948E0,-2.727826118E0,-1.426753044E0,3.505396492E0
1.634687986E1,-1.600226045E0,-2.612356901E0,-1.490368962E0,3.406806660E0
1.635189278E1,-1.521731973E0,-2.466537952E0,-1.405099988E0,3.220835861E0
1.635690547E1,-1.467738032E0,-2.386231899E0,-1.279925942E0,3.080027277E0
1.636191839E1,-1.369235039E0,-2.289841890E0,-1.155846000E0,2.907603902E0
1.636693131E1,-1.336351991E0,-2.178340912E0,-9.916149974E-1,2.741223463E0
1.637194416E1,-1.328999996E0,-2.134196997E0,-7.324720025E-1,2.618693003E0
1.637695708E1,-1.279749990E0,-2.130736113E0,-5.280159712E-1,2.540983527E0
1.638197001E1,-1.257406950E0,-2.100521088E0,-3.643710017E-1,2.475081272E0
1.638698268E1,-1.167512059E0,-2.043804884E0,-2.958199978E-1,2.372284191E0
1.639199560E1,-1.092388034E0,-1.987900019E0,-2.813850045E-1,2.285658684E0
1.639700845E1,-9.778509736E-1,-1.959949970E0,-3.074130118E-1,2.211809027E0
1.640202137E1,-8.645110130E-1,-2.014139891E0,-3.740049899E-1,2.223514903E0
1.640703430E1,-6.705260277E-1,-2.068310976E0,-4.540269971E-1,2.221183460E0
1.641204722E1,-4.497970045E-1,-2.108532906E0,-4.795399904E-1,2.208661803E0
1.641705991E1,-2.290409952E-1,-2.148123026E0,-4.370729923E-1,2.204070124E0
1.642207283E1,-4.824399948E-2,-2.214313030E0,-2.995400131E-1,2.235001991E0
1.642708576E1,3.823500127E-2,-2.320796013E0,-1.759150028E-1,2.327767629E0
1.643209862E1,7.145699859E-2,-2.385642052E0,-5.265599862E-2,2.387292767E0
1.643711162E1,1.603319943E-1,-2.340982914E0,8.391000330E-2,2.347966831E0
1.644212448E1,2.910200059E-1,-2.268913984E0,2.338979989E-1,2.299428535E0
1.644713740E1,2.862589955E-1,-2.292336941E0,4.382689893E-1,2.351346969E0
1.645215034E1,2.144860029E-1,-2.357038021E0,5.335710049E-1,2.426176106E0
1.645716304E1,1.706230044E-1,-2.340626001E0,5.743989944E-1,2.416107715E0
1.646217595E1,1.137299985E-1,-2.298073053E0,6.289680004E-1,2.385303967E0
1.646718880E1,2.994200028E-2,-2.243196011E0,6.564990282E-1,2.337480661E0
1.647220172E1,-5.329399928E-2,-2.189888000E0,6.706299782E-1,2.290893772E0
1.647721465E1,-1.085669994E-1,-2.152038097E0,6.441469789E-1,2.248995353E0
1.648222737E1,-1.767520010E-1,-2.116144896E0,5.498359799E-1,2.193542818E0
1.648724030E1,-2.581160069E-1,-2.109483004E0,4.013769925E-1,2.162786607E0
1.649225315E1,-3.801720142E-1,-2.132074118E0,2.669279873E-1,2.182091051E0
1.649726615E1,-5.157809854E-1,-2.129329920E0,6.477099657E-2,2.191864780E0
1.650227906E1,-6.377829909E-1,-2.073319912E0,-1.371160001E-1,2.173527869E0
1.650729191E1,-7.328180075E-1,-2.004668951E0,-3.114910126E-1,2.157022598E0
1.651230484E1,-8.144369721E-1,-1.963765979E0,-4.039820135E-1,2.163997659E0
1.651731753E1,-9.098709822E-1,-1.909394979E0,-4.827629924E-1,2.169496370E0
1.652233043E1,-9.645860195E-1,-1.799888968E0,-5.071579814E-1,2.104099738E0
1.652734336E1,-1.019469023E0,-1.676216960E0,-5.043810010E-1,2.025690149E0
1.653235620E1,-1.169950008E0,-1.606397033E0,-4.063349962E-1,2.028399018E0
1.653736912E1,-1.293216944E0,-1.604143023E0,-3.083850145E-1,2.083455356E0
1.654238181E1,-1.443668008E0,-1.560274959E0,-2.378389984E-1,2.138972336E0
1.654739474E1,-1.648633003E0,-1.543252945E0,-1.673610061E-1,2.264427110E0
1.655240769E1,-1.717610955E0,-1.634809971E0,-9.691700339E-2,2.373222269E0
1.655742061E1,-1.841595054E0,-1.698830009E0,-4.005499929E-2,2.505813270E0
1.656243352E1,-2.074975014E0,-1.639469981E0,4.395800084E-2,2.644865863E0
1.656744644E1,-2.241041899E0,-1.688428044E0,1.279779971E-1,2.808814059E0
1.657245937E1,-2.299077988E0,-1.818390012E0,1.983920038E-1,2.937968893E0
1.657747221E1,-2.276968002E0,-1.947499037E0,2.552889884E-1,3.007076362E0
1.658248514E1,-2.120740891E0,-1.993613958E0,3.259049952E-1,2.928865413E0
1.658749783E1,-1.885715961E0,-2.025100946E0,4.377009869E-1,2.801524707E0
1.659251074E1,-1.694617987E0,-2.055665016E0,6.315919757E-1,2.737954931E0
1.659752366E1,-1.465563059E0,-2.044704914E0,7.986549735E-1,2.639420965E0
1.660253652E1,-1.251939058E0,-2.019810915E0,9.387779832E-1,2.555052179E0
1.660754944E1,-1.094545960E0,-2.049536943E0,1.052065015E0,2.550582941E0
1.661256216E1,-1.074458957E0,-2.175031900E0,1.179327965E0,2.697413625E0
1.661757531E1,-8.785600066E-1,-2.096779108E0,1.007367015E0,2.486591767E0
1.662258800E1,-6.836270094E-1,-2.059710979E0,9.855539799E-1,2.383499917E0
1.662760084E1,-5.300160050E-1,-2.104031086E0,1.018298030E0,2.396830126E0
1.663261383E1,-4.980930090E-1,-2.188066959E0,9.961760044E-1,2.455218991E0
1.663762667E1,-6.011059880E-1,-2.311101913E0,1.014276981E0,2.594470709E0
1.664263958E1,-8.245970011E-1,-2.404665947E0,1.099573016E0,2.769736332E0
1.664765251E1,-1.086905003E0,-2.455251932E0,1.238469958E0,2.956929552E0
1.665266521E1,-1.346241951E0,-2.504122972E0,1.389991999E0,3.164660647E0
1.665767814E1,-1.656268954E0,-2.606358051E0,1.554092050E0,3.457098674E0
1.666269104E1,-2.002213955E0,-2.748895884E0,1.635298967E0,3.773525144E0
1.666770389E1,-2.329677105E0,-2.931799889E0,1.606397033E0,4.074721761E0
1.667271682E1,-2.584429026E0,-3.100532055E0,1.521909952E0,4.313789786E0
1.667772952E1,-2.780795097E0,-3.240968943E0,1.368258953E0,4.484287415E0
1.668274244E1,-2.865588903E0,-3.338999987E0,1.159245968E0,4.550205697E0
1.668775536E1,-2.880868912E0,-3.393940926E0,1.031185985E0,4.569637319E0
1.669276852E1,-2.895597935E0,-3.446386099E0,1.011453986E0,4.613578189E0
1.669778113E1,-2.923830032E0,-3.482069969E0,9.365730286E-1,4.642279867E0
1.670279413E1,-2.911952019E0,-3.432977915E0,9.702020288E-1,4.605007481E0
1.670780698E1,-2.792481899E0,-3.380625963E0,9.353820086E-1,4.483472601E0
1.671281989E1,-2.839325905E0,-3.420746088E0,1.077685952E0,4.574350490E0
1.671783282E1,-2.861697912E0,-3.457906008E0,1.260890961E0,4.662217811E0
1.672284551E1,-2.765099049E0,-3.384478092E0,1.499084949E0,4.620359336E0
1.672785843E1,-2.603483915E0,-3.350622892E0,1.819483042E0,4.616851828E0
1.673287126E1,-2.430897951E0,-3.330430984E0,2.099693060E0,4.627066710E0
1.673788418E1,-2.246867895E0,-3.242839098E0,2.380606890E0,4.607787964E0
1.674289686E1,-2.077976942E0,-3.089751005E0,2.607969046E0,4.545992960E0
1.674790978E1,-1.937427998E0,-2.857429981E0,2.781646967E0,4.433519278E0
1.675292293E1,-1.919785023E0,-2.669292927E0,2.806273937E0,4.322715891E0
1.675793562E1,-1.915855050E0,-2.511702061E0,2.640909910E0,4.117469243E0
1.676294853E1,-1.938873053E0,-2.371861935E0,2.408186913E0,3.896706553E0
1.676796145E1,-1.948083997E0,-2.221760035E0,2.107964993E0,3.629705955E0
1.677297428E1,-1.956706047E0,-2.047668934E0,1.685641050E0,3.295911462E0
1.677798721E1,-2.032819986E0,-1.944268942E0,1.181944013E0,3.051152317E0
1.678300014E1,-2.121486902E0,-1.842846990E0,6.920040250E-1,2.894073474E0
1.678801283E1,-2.127002954E0,-1.687813997E0,3.108859956E-1,2.733040022E0
1.679302574E1,-2.157388926E0,-1.560374975E0,-2.980599925E-2,2.662702656E0
1.679803866E1,-2.294089079E0,-1.541707993E0,-3.710919917E-1,2.788802163E0
1.680305150E1,-2.414314032E0,-1.563362002E0,-6.313520074E-1,2.944761170E0
1.680806442E1,-2.531951904E0,-1.597681046E0,-8.105990291E-1,3.101682762E0
1.681307734E1,-2.620032072E0,-1.644266009E0,-1.031422973E0,3.260676635E0
1.681809003E1,-2.529145002E0,-1.729789019E0,-1.252961040E0,3.310386059E0
1.682310319E1,-2.559883118E0,-1.799813032E0,-1.352414012E0,3.409010441E0
1.682811589E1,-2.657634974E0,-1.881191969E0,-1.343485951E0,3.522337488E0
1.683312881E1,-2.700186968E0,-1.919605017E0,-1.280537963E0,3.551854523E0
1.683814173E1,-2.742400885E0,-1.942615032E0,-1.177047014E0,3.560892507E0
1.684315460E1,-2.812131882E0,-2.114768028E0,-1.087178946E0,3.682701127E0
1.684816752E1,-2.895602942E0,-2.231551886E0,-1.079097033E0,3.811665072E0
1.685318023E1,-3.007539988E0,-2.334498882E0,-1.084365964E0,3.958665350E0
1.685819316E1,-3.107340097E0,-2.437218904E0,-9.803559780E-1,4.068992051E0
1.686320598E1,-3.154206038E0,-2.526576042E0,-8.759469986E-1,4.135200765E0
1.686821890E1,-3.093111038E0,-2.656384945E0,-8.530750275E-1,4.165507637E0
1.687323182E1,-2.897770882E0,-2.894918919E0,-9.115269780E-1,4.196249880E0
1.687824474E1,-2.677764893E0,-3.187376976E0,-8.469240069E-1,4.248185151E0
1.688325768E1,-2.459917068E0,-3.370615005E0,-6.184430122E-1,4.218377562E0
1.688827038E1,-2.133874893E0,-3.457566977E0,-4.716210067E-1,4.090307792E0
1.689328322E1,-1.876142979E0,-3.611954927E0,-3.928999901E-1,4.089070955E0
1.689829622E1,-1.876899004E0,-3.642942905E0,-2.325740010E-1,4.104616127E0
1.690330908E1,-1.889575958E0,-3.632925987E0,9.090200067E-2,4.095962854E0
1.690832208E1,-1.818096042E0,-3.772703886E0,2.232699990E-1,4.193878553E0
1.691333495E1,-1.826329947E0,-3.940669060E0,2.600870132E-1,4.351091698E0
1.691834787E1,-1.805850983E0,-4.041638851E0,2.695780098E-1,4.434931192E0
1.692336057E1,-1.730072021E0,-4.130829811E0,3.064379990E-1,4.488965179E0
1.692837350E1,-1.639861941E0,-4.221368790E0,3.569769859E-1,4.542745229E0
1.693338642E1,-1.535439014E0,-4.272822857E0,3.531830013E-1,4.554045055E0
1.693839927E1,-1.457913995E0,-4.299108982E0,3.087509871E-1,4.550074552E0
1.694341218E1,-1.380849004E0,-4.368906975E0,1.966519952E-1,4.586149162E0
1.694842488E1,-1.345103979E0,-4.413701057E0,1.394100040E-1,4.616221061E0
1.695343780E1,-1.228577018E0,-4.352049828E0,-5.354399979E-2,4.522455765E0
1.695845096E1,-1.167929053E0,-4.265872002E0,-2.186670005E-1,4.428265740E0
1.696346367E1,-1.095049977E0,-4.182723999E0,-3.967930079E-1,4.341861259E0
1.696847659E1,-1.009181023E0,-4.061206818E0,-6.289880276E-1,4.231722237E0
1.697348945E1,-9.640409946E-1,-3.859946966E0,-8.882150054E-1,4.076455754E0
1.697850237E1,-9.861549735E-1,-3.646374941E0,-1.188302994E0,3.959875736E0
1.698351530E1,-1.088821054E0,-3.446624041E0,-1.529440999E0,3.924785132E0
1.698852800E1,-1.177013040E0,-3.300339937E0,-1.884469986E0,3.978546283E0
1.699354090E1,-1.346892953E0,-3.219599962E0,-2.076356888E0,4.060936157E0
1.699855374E1,-1.707460999E0,-2.998754978E0,-2.091636896E0,4.035207478E0
1.700356668E1,-1.973108053E0,-2.813549042E0,-1.916762948E0,3.934868968E0
1.700857960E1,-2.198159933E0,-2.690800905E0,-1.606279016E0,3.827851732E0
1.701359228E1,-2.328269958E0,-2.602736950E0,-1.378124952E0,3.754238806E0
1.701860544E1,-2.323910952E0,-2.766122103E0,-1.232151031E0,3.817091794E0
1.702361815E1,-2.295169115E0,-2.731363058E0,-6.369150281E-1,3.624059350E0
1.702863130E1,-2.146275043E0,-2.592945099E0,6.699100137E-2,3.366652439E0
1.703364401E1,-1.807834983E0,-2.473795891E0,9.475809932E-1,3.207154997E0
1.703865693E1,-1.441848993E0,-2.456435919E0,1.773254037E0,3.355210250E0
1.704366987E1,-1.129431963E0,-2.530270100E0,2.639626980E0,3.826945770E0
1.704868271E1,-8.017370105E-1,-2.586882114E0,3.451345921E0,4.387086729E0
1.705369567E1,-5.263090134E-1,-2.547029972E0,4.249424934E0,4.982165707E0
1.705870836E1,-2.074840069E-1,-2.317023039E0,4.802390099E0,5.336159296E0
1.706372129E1,5.915100127E-2,-2.118774891E0,5.328430176E0,5.734533461E0
1.706873421E1,1.248439997E-1,-2.074554920E0,5.704677105E0,6.071466463E0
1.707374704E1,1.538079977E-1,-2.022239923E0,5.862887859E0,6.203754126E0
1.707876004E1,1.460559964E-1,-1.894024968E0,5.775765896E0,6.080142648E0
1.708377264E1,7.326400280E-2,-1.745982051E0,5.538836002E0,5.807970833E0
1.708878579E1,-5.100800097E-2,-1.576470971E0,5.151985168E0,5.388025029E0
1.709379872E1,-2.138050050E-1,-1.426028967E0,4.601655006E0,4.822291985E0
1.709881142E1,-3.613060117E-1,-1.307181954E0,4.010478973E0,4.233581025E0
1.710382434E1,-5.360710025E-1,-1.219743013E0,3.446805000E0,3.695349760E0
1.710883719E1,-6.835989952E-1,-1.121214986E0,2.828844070E0,3.118780115E0
1.711385012E1,-7.639070153E-1,-1.038318992E0,2.265665054E0,2.606702590E0
1.711886304E1,-8.044379950E-1,-9.568820000E-1,1.770890951E0,2.167671195E0
1.712387572E1,-8.607239723E-1,-8.769549727E-1,1.331038952E0,1.811507790E0
1.712888865E1,-9.455469847E-1,-7.978630066E-1,9.459530115E-1,1.557392557E0
1.713390149E1,-9.497879744E-1,-6.920729876E-1,6.564530134E-1,1.346102810E0
1.713891442E1,-9.004439712E-1,-5.729690194E-1,3.671520054E-1,1.128668879E0
1.714392732E1,-8.527609706E-1,-4.815149903E-1,1.462460011E-1,9.901746572E-1
1.714894002E1,-8.195030093E-1,-4.173989892E-1,7.228000090E-3,9.197061174E-1
1.715395318E1,-8.413010240E-1,-3.397769928E-1,-9.080199897E-2,9.118557017E-1
1.715896587E1,-8.493239880E-1,-2.349749953E-1,-1.343230009E-1,8.914074004E-1
1.716397876E1,-8.298429847E-1,-1.169760004E-1,-1.505829990E-1,8.514681459E-1
1.716899168E1,-8.499940038E-1,-2.656999975E-2,-1.397069991E-1,8.618084572E-1
1.717400453E1,-8.416349888E-1,-4.902000073E-3,-1.561709940E-1,8.560156911E-1
1.717901753E1,-7.777709961E-1,-3.838400170E-2,-2.407969981E-1,8.150976925E-1
1.718403039E1,-8.093900084E-1,-1.823800057E-2,-2.844769955E-1,8.581211869E-1
1.718904331E1,-8.950899839E-1,8.311200142E-2,-3.417620063E-1,9.617145902E-1
1.719405599E1,-1.007951021E0,1.159659997E-1,-4.670940042E-1,1.116955766E0
1.719906892E1,-1.093382955E0,1.079239994E-1,-5.242859721E-1,1.217378189E0
1.720408183E1,-1.111125946E0,1.272210032E-1,-5.813720226E-1,1.260467961E0
1.720909467E1,-1.060860038E0,1.199069992E-1,-6.928730011E-1,1.272742984E0
1.721410767E1,-9.026160240E-1,1.000400037E-1,-8.178399801E-1,1.222123530E0
1.721912028E1,-7.190939784E-1,2.685900033E-2,-9.016919732E-1,1.153631644E0
1.722413344E1,-5.114660263E-1,-7.243400067E-2,-8.353559971E-1,9.821730104E-1
1.722914636E1,-3.334679902E-1,-1.569360048E-1,-7.551270127E-1,8.402658004E-1
1.723415905E1,-1.305219978E-1,-1.995210052E-1,-6.337770224E-1,6.771395259E-1
1.723917196E1,4.340799898E-2,-2.275869995E-1,-4.849829972E-1,5.374835851E-1
1.724418480E1,1.881420016E-1,-2.418069988E-1,-3.495930135E-1,4.648476230E-1
1.724919773E1,2.496930063E-1,-2.285279930E-1,-1.867969930E-1,3.866067221E-1
1.725421065E1,2.964119911E-1,-2.562569976E-1,3.376000095E-3,3.918406751E-1
1.725922335E1,3.968079984E-1,-2.433470041E-1,1.119259968E-1,4.787502279E-1
1.726423627E1,5.372980237E-1,-2.311410010E-1,1.660799980E-1,6.080278730E-1
1.726924912E1,6.638579965E-1,-1.783429980E-1,2.202789932E-1,7.218285803E-1
1.727426204E1,8.040339947E-1,-1.258140057E-1,2.472510040E-1,8.505485804E-1
1.727927497E1,9.307929873E-1,-4.614900053E-2,2.605980039E-1,9.676862276E-1
1.728428789E1,1.071406007E0,1.964399964E-2,2.603150010E-1,1.102751385E0
1.728930081E1,1.212517977E0,9.940999746E-2,2.600060105E-1,1.244060013E0
1.729431376E1,1.422212958E0,1.659179926E-1,2.460550070E-1,1.452846016E0
1.729932668E1,1.591434956E0,2.737450004E-1,2.320930064E-1,1.631400842E0
1.730433937E1,1.788058996E0,3.817700148E-1,2.317599952E-1,1.842991051E0
1.730935229E1,1.957555056E0,4.900639951E-1,1.905799955E-1,2.026944807E0
1.731436521E1,2.058804035E0,5.439810157E-1,1.494359970E-1,2.134694479E0
1.731937806E1,2.146549940E0,6.663540006E-1,1.083109975E-1,2.250207895E0
1.732439076E1,2.275197029E0,8.430299759E-1,6.719999760E-2,2.427290032E0
1.732940369E1,2.363142014E0,1.060480952E0,6.695699692E-2,2.591050610E0
1.733441661E1,2.383413076E0,1.195876956E0,1.347900033E-1,2.670008976E0
1.733942953E1,2.404856920E0,1.303900957E0,1.480599940E-1,2.739601481E0
1.734444246E1,2.481719971E0,1.465949059E0,1.203999966E-1,2.884863396E0
1.734945531E1,2.518544912E0,1.641634941E0,1.199349985E-1,3.008723676E0
1.735446820E1,2.542105913E0,1.817296982E0,1.467040032E-1,3.128321093E0
1.735948113E1,2.484298944E0,2.033970118E0,2.279569954E-1,3.218810351E0
1.736449404E1,2.331345081E0,2.223417044E0,3.500829935E-1,3.240572687E0
1.736950674E1,2.151777983E0,2.413263083E0,4.721980095E-1,3.267561499E0
1.737451964E1,1.958935976E0,2.576174021E0,5.670850277E-1,3.285679256E0
1.737953249E1,1.807157993E0,2.685056925E0,6.347659826E-1,3.298223545E0
1.738454540E1,1.764042020E0,2.821171999E0,7.569800019E-1,3.412312181E0
