----------------------------969969099448951372522494
Content-Disposition: form-data; name="file"; filename="RawData.csv"
Content-Type: text/csv

"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.321139274E0,1.413120031E-1,-2.941910028E-1,-5.455570221E-1,6.357278449E-1
6.326152212E0,2.107280046E-1,-2.881650031E-1,-5.059599876E-1,6.192260250E-1
6.331164905E0,2.118549943E-1,-3.224290013E-1,-4.392180145E-1,5.845985492E-1
6.336177828E0,1.961729974E-1,-3.114379942E-1,-3.611420095E-1,5.156559126E-1
6.341190751E0,2.362399995E-1,-3.024350107E-1,-3.355630040E-1,5.097830938E-1
6.346203674E0,2.639940083E-1,-2.810249925E-1,-2.689749897E-1,4.701227796E-1
6.351216597E0,2.780410051E-1,-2.730799913E-1,-2.160259932E-1,4.455858076E-1
6.356229226E0,2.844029963E-1,-2.611350119E-1,-9.673699737E-2,3.980384472E-1
6.361242380E0,2.691720128E-1,-2.782129943E-1,1.045900024E-2,3.872537067E-1
6.366255073E0,2.967840135E-1,-2.694630027E-1,9.054300189E-2,4.109611851E-1
6.371267986E0,2.835359871E-1,-2.746959925E-1,1.979410052E-1,4.416233529E-1
6.376280909E0,2.795619965E-1,-2.333800048E-1,3.167909980E-1,4.826776076E-1
6.381293770E0,3.193030059E-1,-1.833810061E-1,4.241980016E-1,5.617178541E-1
6.386306693E0,3.609429896E-1,-1.496140063E-1,4.229759872E-1,5.758236521E-1
6.391319385E0,3.347820044E-1,-1.441410035E-1,4.219210148E-1,5.575598282E-1
6.396332308E0,2.950879931E-1,-1.392250061E-1,3.664819896E-1,4.906827639E-1
6.401345155E0,2.689540088E-1,-9.407299757E-2,3.247799873E-1,4.320509552E-1
6.406358082E0,2.699890137E-1,-2.197300084E-2,2.967570126E-1,4.017979652E-1
6.411371005E0,2.437520027E-1,9.043999948E-3,2.823979855E-1,3.731560732E-1
6.416383712E0,2.049700022E-1,2.799299918E-2,2.823210061E-1,3.500020861E-1
6.421396635E0,1.642850041E-1,1.812200062E-2,2.680299878E-1,3.148937025E-1
6.426409558E0,1.657239944E-1,4.899499938E-2,2.536680102E-1,3.069404041E-1
6.431422476E0,1.673499942E-1,5.251799896E-2,3.074139953E-1,3.539315262E-1
6.436435323E0,1.828690022E-1,6.935799867E-2,3.748149872E-1,4.227740278E-1
6.441448015E0,1.715870053E-1,9.910299629E-2,4.150680006E-1,4.599401584E-1
6.446460938E0,1.471740007E-1,1.281079948E-1,4.281730056E-1,4.705358302E-1
6.451473842E0,1.230510026E-1,1.426240057E-1,4.005480111E-1,4.426306196E-1
6.456486688E0,1.127320006E-1,1.426559985E-1,3.730590045E-1,4.150087454E-1
6.461499606E0,1.161829978E-1,1.690279990E-1,3.184770048E-1,3.788093927E-1
6.466512299E0,1.062199995E-1,2.355169952E-1,2.367690057E-1,3.504432983E-1
6.471525227E0,8.261600137E-2,2.741709948E-1,1.279260069E-1,3.136242996E-1
6.476538073E0,5.547999963E-2,3.055579960E-1,3.661600128E-2,3.127050541E-1
6.481551000E0,4.505199939E-2,3.143630028E-1,-1.724500023E-2,3.180427176E-1
6.486563923E0,3.493599966E-2,3.111560047E-1,-8.502999693E-2,3.244513580E-1
6.491576586E0,3.855999932E-2,3.352530003E-1,-1.392119974E-1,3.650498979E-1
6.496589740E0,5.165899917E-2,3.335849941E-1,-1.884859949E-1,3.866194133E-1
6.501602414E0,1.232070029E-1,3.144040108E-1,-2.285870016E-1,4.077767340E-1
6.506615337E0,1.135130003E-1,3.656010032E-1,-2.146490067E-1,4.388889277E-1
6.511628183E0,7.677000016E-2,3.898229897E-1,-2.143889964E-1,4.514623329E-1
6.516641106E0,6.211499870E-2,3.715550005E-1,-2.220900059E-1,4.373046560E-1
6.521653803E0,9.275300056E-2,3.657459915E-1,-2.621119916E-1,4.594300225E-1
6.526666726E0,8.270599693E-2,3.761230111E-1,-2.481369972E-1,4.581274613E-1
6.531679572E0,9.985800087E-2,4.004659951E-1,-2.342209965E-1,4.745567498E-1
6.536692467E0,9.553900361E-2,3.811649978E-1,-2.685900033E-1,4.759779896E-1
6.541705159E0,1.254429966E-1,3.625859916E-1,-2.950719893E-1,4.840165551E-1
6.546718313E0,1.286630034E-1,3.612180054E-1,-2.950330079E-1,4.838151420E-1
6.551731005E0,1.456770003E-1,3.202109933E-1,-1.726559997E-1,3.918762086E-1
6.556743933E0,1.523050070E-1,2.614940107E-1,-4.617099836E-2,3.061171244E-1
6.561756856E0,1.690440029E-1,2.336879969E-1,7.630600035E-2,2.983430249E-1
6.566769702E0,1.873199940E-1,2.078250051E-1,2.527849972E-1,3.770679882E-1
6.571782620E0,2.199819982E-1,1.958570033E-1,4.155420065E-1,5.093399694E-1
6.576795313E0,2.398349941E-1,1.662359983E-1,5.527070165E-1,6.250122219E-1
6.581808236E0,2.311020046E-1,1.257980019E-1,6.067730188E-1,6.613673489E-1
6.586821159E0,2.371989936E-1,8.494800329E-2,7.016999722E-1,7.455617860E-1
6.591833991E0,2.709049881E-1,1.114040017E-1,7.831400037E-1,8.361271611E-1
6.596846683E0,3.186450005E-1,1.643009931E-1,8.374699950E-1,9.109804856E-1
6.601859626E0,3.530409932E-1,1.756470054E-1,8.510580063E-1,9.379709716E-1
6.606872549E0,3.740440011E-1,1.727640033E-1,8.375149965E-1,9.333743542E-1
6.611885381E0,4.086650014E-1,1.694329977E-1,8.240650296E-1,9.353062585E-1
6.616898304E0,4.702349901E-1,1.792940050E-1,7.562419772E-1,9.083882508E-1
6.621911218E0,5.172430277E-1,1.887329966E-1,7.294279933E-1,9.139068285E-1
6.626924141E0,5.363079906E-1,2.112749964E-1,7.300050259E-1,9.301455384E-1
6.631936837E0,5.411760211E-1,2.467630059E-1,7.443739772E-1,9.528148219E-1
6.636949760E0,6.139360070E-1,2.815130055E-1,7.452849746E-1,1.005791572E0
6.641962602E0,7.271339893E-1,3.019570112E-1,6.918830276E-1,1.048143119E0
6.646975525E0,7.717549801E-1,3.759810030E-1,7.204160094E-1,1.120699197E0
6.651988227E0,7.618010044E-1,4.217630029E-1,6.810590029E-1,1.105471016E0
6.657001150E0,7.655220032E-1,4.801220000E-1,6.010559797E-1,1.085269258E0
6.662014011E0,7.418140173E-1,5.650749803E-1,4.803450108E-1,1.048965728E0
6.667026934E0,7.314860225E-1,6.627830267E-1,3.734549880E-1,1.055377548E0
6.672039858E0,6.935420036E-1,7.463009953E-1,2.803379893E-1,1.056671697E0
6.677052781E0,6.420350075E-1,7.747730017E-1,1.737300009E-1,1.021109332E0
6.682065473E0,5.498260260E-1,7.761290073E-1,8.072400093E-2,9.545686247E-1
6.687078319E0,4.718089998E-1,7.776470184E-1,1.289000036E-3,9.095824751E-1
6.692091319E0,4.352729917E-1,7.526260018E-1,-6.468799710E-2,8.718331336E-1
6.697104165E0,3.720360100E-1,7.148079872E-1,-1.172339991E-1,8.143126315E-1
6.702117112E0,2.818149924E-1,6.784899831E-1,-1.292340010E-1,7.459690169E-1
6.707130035E0,2.053489983E-1,6.300190091E-1,-8.705899864E-2,6.683348204E-1
6.712142708E0,1.697620004E-1,5.830709934E-1,-3.157899901E-2,6.081020912E-1
6.717155554E0,1.340059936E-1,5.103030205E-1,5.085600168E-2,5.300501032E-1
6.722168487E0,5.672999844E-2,4.253210127E-1,1.602710038E-1,4.580426304E-1
6.727181179E0,-7.490999997E-3,3.005689979E-1,2.831090093E-1,4.129752398E-1
6.732194092E0,-5.872299895E-2,1.905149966E-1,4.466120005E-1,4.890875520E-1
6.737206939E0,-5.591899902E-2,8.152300119E-2,5.826730132E-1,5.909998092E-1
6.742219853E0,1.445700042E-2,-1.081990004E-1,6.640710235E-1,6.729831742E-1
6.747232776E0,8.411899954E-2,-3.243609965E-1,7.998179793E-1,8.671763732E-1
6.752245713E0,1.805540025E-1,-4.852519929E-1,1.003520966E0,1.129213697E0
6.757258636E0,3.041110039E-1,-6.045690179E-1,1.179841042E0,1.360151493E0
6.762271323E0,4.412490129E-1,-6.553009748E-1,1.383301973E0,1.592998559E0
6.767284246E0,5.239440203E-1,-7.331600189E-1,1.518636942E0,1.765870638E0
6.772297122E0,5.793610215E-1,-8.112499714E-1,1.694885015E0,1.966321674E0
6.777310045E0,6.212760210E-1,-8.627809882E-1,1.830412030E0,2.116786037E0
6.782322982E0,6.633700132E-1,-9.155679941E-1,1.925333023E0,2.232763260E0
6.787335674E0,7.056499720E-1,-9.563949704E-1,1.966112971E0,2.297440628E0
6.792348597E0,7.618650198E-1,-1.026520014E0,1.952831030E0,2.334037420E0
6.797361443E0,8.322110176E-1,-1.071699977E0,1.831043959E0,2.278999341E0
6.802374376E0,9.029340148E-1,-1.091943026E0,1.628008962E0,2.158249889E0
6.807387069E0,9.740139842E-1,-1.073554993E0,1.384572029E0,2.004560617E0
6.812400203E0,1.004240036E0,-1.070848942E0,1.100726008E0,1.834887804E0
6.817412818E0,9.525660276E-1,-1.083776951E0,8.173369765E-1,1.658310661E0
6.822425823E0,9.002990127E-1,-1.084517002E0,5.206859708E-1,1.502607507E0
6.827438669E0,8.881750107E-1,-1.100198984E0,2.107630074E-1,1.429585149E0
6.832451606E0,8.752149940E-1,-1.075801969E0,-7.167699933E-2,1.388700383E0
6.837464529E0,9.159799814E-1,-1.038305998E0,-2.994529903E-1,1.416605367E0
6.842477212E0,9.424840212E-1,-1.014109015E0,-5.136190057E-1,1.476650842E0
6.847490058E0,9.821500182E-1,-1.003393054E0,-7.005209923E-1,1.569122666E0
6.852502976E0,9.669219851E-1,-1.005874038E0,-8.329880238E-1,1.624989155E0
6.857515899E0,9.242150187E-1,-1.035166979E0,-9.518929720E-1,1.682808458E0
6.862528596E0,8.814179897E-1,-1.049823046E0,-1.084619045E0,1.747977281E0
6.867541519E0,7.703049779E-1,-1.036466002E0,-1.176632047E0,1.747024472E0
6.872554447E0,6.589919925E-1,-1.049479008E0,-1.227954030E0,1.744576663E0
6.877567294E0,5.748950243E-1,-1.034312963E0,-1.238616943E0,1.713032261E0
6.882580198E0,5.041679740E-1,-1.004238963E0,-1.249552965E0,1.680495122E0
6.887593121E0,4.329360127E-1,-1.027811050E0,-1.219789028E0,1.652789890E0
6.892605827E0,3.336690068E-1,-1.050415039E0,-1.162961006E0,1.602243759E0
6.897618750E0,2.334810048E-1,-1.085978031E0,-1.065371990E0,1.539116351E0
6.902631610E0,1.733269989E-1,-1.079784989E0,-9.815639853E-1,1.469505267E0
6.907644533E0,1.121869981E-1,-1.059381008E0,-9.114570022E-1,1.402008527E0
6.912657448E0,2.282200009E-2,-1.065664053E0,-8.141790032E-1,1.341286012E0
6.917670140E0,-1.083730012E-1,-1.098747969E0,-7.033230066E-1,1.309066483E0
6.922683063E0,-2.536650002E-1,-1.131212950E0,-5.925790071E-1,1.301974865E0
6.927695923E0,-3.856500089E-1,-1.162997007E0,-4.955900013E-1,1.321702470E0
6.932708846E0,-5.038579702E-1,-1.207561970E0,-3.988049924E-1,1.367890415E0
6.937721525E0,-6.353369951E-1,-1.251129031E0,-2.886550128E-1,1.432584611E0
6.942734448E0,-7.524250150E-1,-1.347959995E0,-1.788399965E-1,1.554066696E0
6.947747356E0,-8.824170232E-1,-1.443658948E0,-1.235999982E-3,1.691984778E0
6.952760202E0,-1.011536002E0,-1.551905990E0,1.351940036E-1,1.857389217E0
6.957773193E0,-1.126214027E0,-1.631973982E0,2.985889912E-1,2.005206348E0
6.962786039E0,-1.226454020E0,-1.711305976E0,4.617570043E-1,2.155452884E0
6.967798962E0,-1.339565992E0,-1.790125966E0,6.383739710E-1,2.325190175E0
6.972811654E0,-1.424641967E0,-1.855203986E0,7.740539908E-1,2.463847833E0
6.977824530E0,-1.495273948E0,-1.961295962E0,8.824800253E-1,2.619407762E0
6.982837453E0,-1.564998984E0,-2.054168940E0,9.637060165E-1,2.756367381E0
6.987850145E0,-1.538419008E0,-2.079324007E0,1.004101992E0,2.774624692E0
6.992863280E0,-1.511271954E0,-2.145757914E0,9.764609933E-1,2.800302843E0
6.997875972E0,-1.483757019E0,-2.225980997E0,9.352189898E-1,2.833930283E0
7.002888809E0,-1.374204040E0,-2.183876038E0,9.076390266E-1,2.735244028E0
7.007901732E0,-1.291551948E0,-2.169245958E0,8.528530002E-1,2.664787553E0
7.012914449E0,-1.235936046E0,-2.168530941E0,7.981259823E-1,2.620509385E0
7.017927603E0,-1.193712950E0,-2.154573917E0,7.162349820E-1,2.565176782E0
7.022940299E0,-1.110502005E0,-2.140882969E0,5.935400128E-1,2.483723885E0
7.027953453E0,-9.728050232E-1,-2.031805992E0,4.708339870E-1,2.301362606E0
7.032966126E0,-8.353610039E-1,-1.949651003E0,3.344460130E-1,2.147282277E0
7.037979049E0,-7.665910125E-1,-1.894103050E0,1.979430020E-1,2.052917333E0
7.042991895E0,-7.123010159E-1,-1.878491998E0,7.489000261E-2,2.010401312E0
7.048004607E0,-6.727430224E-1,-1.888862014E0,-3.477400169E-2,2.005390763E0
7.053017530E0,-6.071159840E-1,-1.884224057E0,-7.659699768E-2,1.981100001E0
7.058030381E0,-5.154730082E-1,-1.864467978E0,-6.421600282E-2,1.935478483E0
7.063043304E0,-3.838610053E-1,-1.829776049E0,-2.484700084E-2,1.869771920E0
7.068056222E0,-2.530130148E-1,-1.780158997E0,2.788900025E-2,1.798265674E0
7.073068914E0,-1.499129981E-1,-1.743142962E0,1.349090040E-1,1.754771134E0
7.078082063E0,-4.722899944E-2,-1.718883038E0,2.417670041E-1,1.736444862E0
7.083094756E0,1.452399977E-2,-1.694350004E0,3.213410079E-1,1.724613849E0
7.088107679E0,7.606700063E-2,-1.655959964E0,4.145120084E-1,1.708745094E0
7.093120535E0,1.102029979E-1,-1.631239057E0,4.804840088E-1,1.704098132E0
7.098133458E0,1.307660043E-1,-1.593001962E0,5.328739882E-1,1.684847081E0
7.103146362E0,1.653770059E-1,-1.527973056E0,5.853549838E-1,1.644594683E0
7.108159054E0,1.865900010E-1,-1.463049054E0,6.378610134E-1,1.606920980E0
7.113171981E0,1.536740065E-1,-1.371124029E0,7.040299773E-1,1.548952876E0
7.118184828E0,1.210040003E-1,-1.320341945E0,7.294020057E-1,1.513265378E0
7.123197766E0,4.780900106E-2,-1.242997050E0,7.549160123E-1,1.455068917E0
7.128210458E0,2.108999994E-3,-1.193452954E0,7.533090115E-1,1.411314589E0
7.133223386E0,-2.958700061E-2,-1.131073952E0,7.382389903E-1,1.350999808E0
7.138236309E0,-4.726999998E-2,-1.110342026E0,7.097060084E-1,1.318626742E0
7.143249174E0,-6.426899880E-2,-1.077067971E0,6.541270018E-1,1.261779717E0
7.148262097E0,-3.981599957E-2,-1.044667959E0,5.987049937E-1,1.204725748E0
7.153275006E0,2.630100027E-2,-9.857450128E-1,5.297650099E-1,1.119390878E0
7.158287698E0,7.947199792E-2,-9.682210088E-1,4.745160043E-1,1.081172123E0
7.163300635E0,6.529899687E-2,-8.967890143E-1,4.057190120E-1,9.864595339E-1
7.168313558E0,5.184900016E-2,-8.528940082E-1,3.369359970E-1,9.185000675E-1
7.173326394E0,3.887199983E-2,-8.094080091E-1,2.545869946E-1,8.493920740E-1
7.178339087E0,-1.053999993E-3,-7.662770152E-1,1.995369941E-1,7.918311606E-1
7.183351987E0,-1.341400016E-2,-7.236130238E-1,1.445659995E-1,7.380346007E-1
7.188364910E0,-1.183700003E-2,-6.949579716E-1,7.603599876E-2,6.992053847E-1
7.193377737E0,1.710600033E-2,-6.530429721E-1,7.577999961E-3,6.533109250E-1
7.198390737E0,1.901599951E-2,-6.387590170E-1,-8.805000037E-2,6.450794467E-1
7.203403573E0,3.458100185E-2,-6.656730175E-1,-1.836069971E-1,6.913956475E-1
7.208416265E0,5.032299832E-2,-6.789320111E-1,-2.519440055E-1,7.259179443E-1
7.213429159E0,1.073210016E-1,-6.509919763E-1,-3.203819990E-1,7.334527768E-1
7.218442006E0,1.512490064E-1,-6.087390184E-1,-3.753910065E-1,7.309978538E-1
7.223454944E0,1.955409944E-1,-6.065520048E-1,-3.488779962E-1,7.265380040E-1
7.228467867E0,2.267149985E-1,-6.035339832E-1,-2.953389883E-1,7.091389691E-1
7.233480568E0,2.448489964E-1,-6.270189881E-1,-2.011400014E-1,7.025390684E-1
7.238493491E0,2.908099890E-1,-6.497840285E-1,-9.351500124E-2,7.180075131E-1
7.243506400E0,3.506959975E-1,-6.449270248E-1,1.401100028E-2,7.342444131E-1
7.248519246E0,4.110830128E-1,-6.398389935E-1,1.350789964E-1,7.724179674E-1
7.253532160E0,4.718630016E-1,-6.346189976E-1,2.152370065E-1,8.195870505E-1
7.258544852E0,5.192750096E-1,-6.294530034E-1,2.681559920E-1,8.589326255E-1
7.263557799E0,5.666530132E-1,-6.382279992E-1,3.075329959E-1,9.071974206E-1
7.268570645E0,6.004750133E-1,-6.745830178E-1,3.469859958E-1,9.674873491E-1
7.273583640E0,5.934429765E-1,-7.114980221E-1,3.729450107E-1,9.987452041E-1
7.278596486E0,5.362989902E-1,-6.719539762E-1,3.092699945E-1,9.136666145E-1
7.283609409E0,5.390989780E-1,-6.505039930E-1,2.665899992E-1,8.859195114E-1
7.288622333E0,5.454009771E-1,-6.337490082E-1,2.382680029E-1,8.694088063E-1
7.293635035E0,5.384950042E-1,-6.310949922E-1,1.964029968E-1,8.525443659E-1
7.298647958E0,4.841090143E-1,-6.240280271E-1,1.612550020E-1,8.060866529E-1
7.303660804E0,4.193550050E-1,-6.574000120E-1,1.458950043E-1,7.932961290E-1
7.308673727E0,3.849540055E-1,-6.807129979E-1,1.582800001E-1,7.978798972E-1
7.313686419E0,3.508490026E-1,-6.903489828E-1,1.842579991E-1,7.960073812E-1
7.318699343E0,2.962709963E-1,-6.647909880E-1,2.156749964E-1,7.591042517E-1
7.323712198E0,2.595590055E-1,-6.959829926E-1,2.679960132E-1,7.896740254E-1
7.328725121E0,2.245469987E-1,-6.903600097E-1,3.618510067E-1,8.111439137E-1
7.333738068E0,1.895730048E-1,-6.580489874E-1,4.421960115E-1,8.151709677E-1
7.338750760E0,1.333439946E-1,-6.069520116E-1,4.735170007E-1,7.812744173E-1
7.343763910E0,1.108260006E-1,-5.845680237E-1,4.715679884E-1,7.591959855E-1
7.348776602E0,7.522600144E-2,-5.942260027E-1,4.704790115E-1,7.616521475E-1
7.353789539E0,9.389399737E-2,-5.777360201E-1,4.015100002E-1,7.097924147E-1
7.358802385E0,8.057300001E-2,-4.969289899E-1,3.533399999E-1,6.150443763E-1
7.363815308E0,7.075099647E-2,-4.646899998E-1,3.113270104E-1,5.637969553E-1
7.368828000E0,1.018840000E-1,-4.093100131E-1,2.019460052E-1,4.676507514E-1
7.373840933E0,1.739459932E-1,-3.069890141E-1,-8.711799979E-2,3.634405168E-1
7.378853856E0,1.754769981E-1,-3.056150079E-1,-8.746399730E-2,3.631014469E-1
7.383866683E0,2.184839994E-1,-2.792409956E-1,-1.827950031E-1,3.989045058E-1
7.388879376E0,1.932689995E-1,-2.123229951E-1,-2.644419968E-1,3.903377128E-1
7.393892290E0,1.681990027E-1,-1.589529961E-1,-3.597300053E-1,4.277413192E-1
7.398905136E0,1.434800029E-1,-1.052879989E-1,-4.278529882E-1,4.633899583E-1
7.403918164E0,1.326339990E-1,-3.736900166E-2,-4.961040020E-1,5.148858133E-1
7.408931010E0,1.356139928E-1,1.756599918E-2,-5.372400284E-1,5.543704244E-1
7.413944010E0,1.250949949E-1,4.596000165E-2,-5.648869872E-1,5.803950274E-1
7.418956856E0,1.283150017E-1,4.783900082E-2,-5.518079996E-1,5.685467246E-1
7.423969535E0,1.451780051E-1,5.031999946E-2,-5.524560213E-1,5.734251573E-1
7.428982458E0,1.894329935E-1,8.057499677E-2,-5.259649754E-1,5.648153189E-1
7.433995290E0,2.338359952E-1,9.762399644E-2,-5.131760240E-1,5.723280081E-1
7.439008213E0,2.920500040E-1,8.773099631E-2,-4.868269861E-1,5.744479497E-1
7.444020905E0,3.366999924E-1,9.172700346E-2,-4.741469920E-1,5.887241273E-1
7.449034059E0,4.224070013E-1,1.099470034E-1,-4.615820050E-1,6.352747167E-1
7.454046732E0,4.946410060E-1,1.425659955E-1,-4.491580129E-1,6.831820463E-1
7.459059578E0,5.531920195E-1,1.352110058E-1,-3.823969960E-1,6.859525414E-1
7.464072501E0,5.705310106E-1,1.013519987E-1,-2.884959877E-1,6.473081157E-1
7.469085193E0,6.013159752E-1,8.190499991E-2,-1.674740016E-1,6.295529146E-1
7.474098101E0,6.320379972E-1,7.645300031E-2,-4.650399834E-2,6.383413766E-1
7.479111024E0,6.323950291E-1,9.361000359E-2,1.052350029E-1,6.478894284E-1
7.484123923E0,6.449149847E-1,1.144680008E-1,2.402739972E-1,6.976746050E-1
7.489136846E0,6.889500022E-1,1.218900010E-1,3.205319941E-1,7.695778304E-1
7.494149664E0,7.335450053E-1,1.562200040E-1,3.190940022E-1,8.150545667E-1
7.499162587E0,7.234569788E-1,1.494060010E-1,3.177230060E-1,8.041517654E-1
7.504175298E0,6.991220117E-1,1.285289973E-1,3.300940096E-1,7.837431630E-1
7.509188221E0,6.878330112E-1,1.073649973E-1,3.697940111E-1,7.882823761E-1
7.514201053E0,6.896359921E-1,9.929499775E-2,4.096179903E-1,8.082352356E-1
7.519213976E0,7.454469800E-1,9.073600173E-2,4.223169982E-1,8.615543332E-1
7.524226669E0,8.009229898E-1,1.088560000E-1,3.942709863E-1,8.993202294E-1
7.529239592E0,8.152880073E-1,9.951300174E-2,3.526580036E-1,8.938484434E-1
7.534252544E0,8.023449779E-1,1.036819965E-1,3.519310057E-1,8.822487476E-1
7.539265467E0,8.304370046E-1,1.215599999E-1,3.648009896E-1,9.151405434E-1
7.544278303E0,8.316519856E-1,1.257569939E-1,3.776600063E-1,9.220015874E-1
7.549291226E0,8.059819937E-1,1.437660009E-1,3.632270098E-1,8.956614861E-1
7.554303910E0,8.076810241E-1,1.345629990E-1,3.624050021E-1,8.954290720E-1
7.559316833E0,7.687289715E-1,1.254229993E-1,4.160430133E-1,8.830441378E-1
7.564329727E0,7.163990140E-1,1.297030002E-1,4.560799897E-1,8.591038194E-1
7.569342573E0,6.642739773E-1,1.473720074E-1,4.416629970E-1,8.111994997E-1
7.574355520E0,6.256610155E-1,1.375740021E-1,4.272910058E-1,7.700363083E-1
7.579368212E0,6.004520059E-1,1.274060011E-1,4.674769938E-1,7.715631148E-1
7.584381135E0,5.884850025E-1,1.029260010E-1,5.077959895E-1,7.840695931E-1
7.589394058E0,5.898680091E-1,1.321299970E-1,5.482599735E-1,8.160830857E-1
7.594406900E0,5.774000287E-1,1.468649954E-1,5.480129719E-1,8.094926419E-1
7.599419823E0,5.646809936E-1,1.743749976E-1,5.206750035E-1,7.876380664E-1
7.604432515E0,5.652520061E-1,2.011439949E-1,4.798550010E-1,7.682639904E-1
7.609445669E0,5.654770136E-1,2.137800008E-1,4.118970037E-1,7.315225788E-1
7.614458380E0,5.788789988E-1,2.124300003E-1,3.440240026E-1,7.061019151E-1
7.619471303E0,5.422850251E-1,2.008879930E-1,2.936559916E-1,6.485852878E-1
7.624484226E0,5.237619877E-1,1.843419969E-1,2.535800040E-1,6.104190446E-1
7.629497073E0,5.351489782E-1,1.957049966E-1,2.540870011E-1,6.238950863E-1
7.634510012E0,5.465090275E-1,2.069399953E-1,2.546199858E-1,6.374383232E-1
7.639522704E0,5.231739879E-1,2.201000005E-1,2.729910016E-1,6.298246730E-1
7.644535627E0,5.173789859E-1,2.293830067E-1,2.604790032E-1,6.230143577E-1
7.649548473E0,4.873360097E-1,2.257100046E-1,2.340359986E-1,5.858448952E-1
7.654561180E0,4.164020121E-1,1.809020042E-1,2.485029995E-1,5.175615051E-1
7.659574103E0,3.503099978E-1,1.818690002E-1,3.341099918E-1,5.171294948E-1
7.664587007E0,3.175520003E-1,1.894840002E-1,2.946479917E-1,4.728222692E-1
7.669599930E0,2.862119973E-1,2.243259996E-1,3.504349887E-1,5.050189529E-1
7.674612867E0,2.413379997E-1,2.585209906E-1,3.518480062E-1,4.988728818E-1
7.679625482E0,1.984910071E-1,3.027670085E-1,3.161920011E-1,4.806702850E-1
7.684638622E0,1.666850001E-1,3.748889863E-1,2.637000084E-1,4.877123494E-1
7.689651314E0,1.635639966E-1,3.663299978E-1,2.109300047E-1,4.532574491E-1
7.694664214E0,5.244699866E-2,2.488380075E-1,2.534309924E-1,3.590241071E-1
7.699677137E0,-4.029700160E-2,2.391410023E-1,1.347240061E-1,2.774217459E-1
7.704689983E0,-8.161199838E-2,2.701320052E-1,-2.694199979E-2,2.834743196E-1
7.709702906E0,-9.621199965E-2,2.753059864E-1,-2.536899969E-2,2.927348991E-1
7.714715598E0,-1.649020016E-1,2.264969945E-1,4.419500008E-2,2.836313746E-1
7.719728521E0,-1.915629953E-1,2.599720061E-1,3.185399994E-2,3.244942256E-1
7.724741367E0,-2.579750121E-1,2.807820141E-1,-7.977999747E-3,3.813833961E-1
7.729754310E0,-3.372020125E-1,2.616780102E-1,3.368199989E-2,4.281530747E-1
7.734767233E0,-4.295539856E-1,1.618809998E-1,4.788200185E-2,4.615352324E-1
7.739779896E0,-4.809420109E-1,7.670500129E-2,8.913499862E-2,4.951100110E-1
7.744793050E0,-5.192899704E-1,7.423999906E-2,1.438760012E-1,5.439429699E-1
7.749805756E0,-4.903370142E-1,9.954400361E-2,2.803040147E-1,5.735065272E-1
7.754818679E0,-4.483920038E-1,1.250769943E-1,4.439780116E-1,6.432854097E-1
7.759831544E0,-4.038259983E-1,1.218800023E-1,5.921170115E-1,7.270025634E-1
7.764844467E0,-4.273130000E-1,6.495600194E-2,6.331560016E-1,7.666173781E-1
7.769857160E0,-5.081080198E-1,7.325000130E-3,6.881470084E-1,8.554377363E-1
7.774870069E0,-5.890610218E-1,3.225999884E-3,7.160859704E-1,9.272445263E-1
7.779882915E0,-6.428070068E-1,3.902800009E-2,6.352419853E-1,9.045752665E-1
7.784895838E0,-6.834440231E-1,6.032599881E-2,5.682219863E-1,8.908485756E-1
